TIPO_VENTA,DOCUMENTO,CORRELATIVO,CODIGO,RAZON_SOCIAL,TIPO_CLIENTE,SKU,ARTICULO,G_PROVEEDOR,ACCTCODEN2,N1,N11,N2,N21,N3,N31,N4,N41,COMERCIAL,ALM,CANT,U#M#,T/C,COSTO,C_TOTAL,P_UNIT,P_TRAS_DESC,V_TOTAL,UTILIDAD
Venta Stock,01 - FACTURA,F001-0024359,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000988,BYKANOL A - 155 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"5,899","353,94","11,9","11,9",714,"360,06"
Venta Stock,01 - FACTURA,F001-0024356,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"521,64",KG,1,"5,713","2980,12932","9,6","9,6","5007,744","2027,61468"
Venta Stock,01 - FACTURA,F001-0024355,C000109,PINTURAS UNIDAS S.A.,Nacional,A000477,CULMINAL 35000 P1R - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,2200,KG,1,"6,985",15367,"8,1","8,1",17820,2453
Venta Stock,01 - FACTURA,F001-0024355,C000109,PINTURAS UNIDAS S.A.,Nacional,A000476,SILIPON RN 6031 - 25 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,225,KG,1,"5,928","1333,8","8,6","8,6",1935,"601,2"
Venta Stock,01 - FACTURA,F001-0024351,C000060,INDUALCA S.A.,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"5,852","796,34016","8,9","8,9","1211,112","414,77184"
Venta Stock,01 - FACTURA,F001-0024341,C000558,INDUSTRIA ST INNOVA S.A.,Nacional,A000320,DISPERBYK 2010 - 200 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"8,317","1663,4","14,7","14,7",2940,"1276,6"
Venta Stock,01 - FACTURA,F001-0024340,C000024,CIPEQ CIA. LTDA.,Nacional,A000758,BYK 022 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"15,736","393,4","20,4","20,4",510,"116,6"
Venta Stock,01 - FACTURA,F001-0024340,C000024,CIPEQ CIA. LTDA.,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"5,763","115,26","11,3","11,3",226,"110,74"
Venta Stock,01 - FACTURA,F001-0026358,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000360,NATROSOL 250 HBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"90,72",KG,1,"6,248","566,81856","8,65","8,65","784,728","217,90944"
Venta Stock,01 - FACTURA,F001-0026358,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"4,456","267,36","5,5","5,5",330,"62,64"
Venta Stock,01 - FACTURA,F001-0026358,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001504,SINCOL PR 170 3128-001 - 25 KG,SINCOL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"10,869","271,725","13,99","13,99","349,75","78,025"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000986,RAVEN 3500 POWDER - 11.34 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"45,36",KG,1,"14,464","656,08704","18,9","18,9","857,304","201,21696"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000893,BYK 337 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,30,KG,1,"10,634","319,02","16,8","16,8",504,"184,98"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000952,DCC ORANGE 1625 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"5,309","265,45","6,5","6,5",325,"59,55"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,125,KG,1,"4,94","617,5","5,49","5,49","686,25","68,75"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001502,NARAYAN  PB 15:3-N-5511 - 25 KG,NARAYAN,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"6,509","325,45",11,11,550,"224,55"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001504,SINCOL PR 170 3128-001 - 25 KG,SINCOL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"10,869","543,45","17,5","17,5",875,"331,55"
Venta Stock,01 - FACTURA,F001-0026340,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001505,SINCOL PR 52:2 3263-002 - 25 KG,SINCOL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"7,856","392,8",13,13,650,"257,2"
Venta Stock,01 - FACTURA,F001-0026330,C000109,PINTURAS UNIDAS S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,5000,KG,1,"4,455",22275,"5,65","5,65",28250,5975
Venta Stock,01 - FACTURA,F001-0026329,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,"1678,32",KG,1,"9,356","15702,36192","10,45","10,45","17538,444","1836,08208"
Venta Stock,01 - FACTURA,F001-0026329,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"362,88",KG,1,"8,449","3065,97312","10,45","10,45","3792,096","726,12288"
Venta Stock,01 - FACTURA,F001-0026323,C000109,PINTURAS UNIDAS S.A.,Nacional,A000990,GARAMITE 1958 - 10 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,500,KG,1,"9,279","4639,5","11,2","11,2",5600,"960,5"
Venta Stock,01 - FACTURA,F001-0026316,C000088,MEGAPINTURAS CIA. LTDA,Nacional,A001108,DIOXIDO TITANIO KRONOS 2190 - 25 KG,KRONOS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,750,KG,1,"3,759","2819,25","3,1","3,1",2325,"-494,25"
Venta Stock,01 - FACTURA,F001-0026297,C000106,PINTURAS CONDOR S.A,Nacional,A000039,COPA ZHAN #2 (PV-8202),BYK INSTRUMENTS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,2,UND,1,"169,05","338,1",225,225,450,"111,9"
Venta Stock,01 - FACTURA,F001-0026295,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"4,456","267,36","5,5","5,5",330,"62,64"
Venta Stock,01 - FACTURA,F001-0026295,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000416,IRIODIN 123 BRIGHT LUSTRE SATIN (104842) - 20 KG,MERCK,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"6,706","134,12","16,8","16,8",336,"201,88"
Venta Stock,01 - FACTURA,F001-0026276,C000002,ADHEPLAST S.A.,Nacional,A001002,ANTITERRA 205 - 175 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,350,KG,1,"10,836","3792,6","11,65","11,65","4077,5","284,9"
Venta Stock,01 - FACTURA,F001-0026270,C000272,ZATOTEK S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,600,KG,1,"4,499","2699,4","5,9","5,9",3540,"840,6"
Venta Stock,01 - FACTURA,F001-0026264,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000169,BYK P104 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"23,5",KG,1,"8,398","197,353","14,2","14,2","333,7","136,347"
Venta Stock,01 - FACTURA,F001-0026264,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000170,BYK P104-S - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"12,963","648,15","18,5","18,5",925,"276,85"
Venta Stock,01 - FACTURA,F001-0026264,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000194,DISPERBYK 2155 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"23,558","588,95",34,34,850,"261,05"
Venta Stock,01 - FACTURA,F001-0026264,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000194,DISPERBYK 2155 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,40,25,KG,1,"24,617","615,425",34,34,850,"234,575"
Venta Stock,01 - FACTURA,F001-0026260,C000060,INDUALCA S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"4,499","899,8","5,9","5,9",1180,"280,2"
Venta Stock,01 - FACTURA,F001-0024324,C000437,"CAMPOVERDE ZAMBRANO, LUIS TARQUINO",Nacional,A000164,BYK A555 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"24,7",KG,1,"11,154","275,5038","17,35","17,35","428,545","153,0412"
Venta Stock,01 - FACTURA,F001-0024320,C000132,SAILORPAINT S.A.,Nacional,A000182,DISPERBYK 108 - 190 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"5,799","231,96","10,4","10,4",416,"184,04"
Venta Stock,01 - FACTURA,F001-0024320,C000132,SAILORPAINT S.A.,Nacional,A001102,RHEOBYK 410 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"17,829","445,725","30,26","30,26","756,5","310,775"
Venta Stock,01 - FACTURA,F001-0024317,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000986,RAVEN 3500 POWDER - 11.34 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"22,68",KG,1,"14,464","328,04352","18,9","18,9","428,652","100,60848"
Venta Stock,01 - FACTURA,F001-0024313,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001259,RAVEN 1010 POWDER - 10 KG,BIRLA CARBON,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,40,KG,1,"3,732","149,28","4,9","4,9",196,"46,72"
Venta Stock,01 - FACTURA,F001-0024313,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000893,BYK 337 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"10,576","423,04","16,8","16,8",672,"248,96"
Venta Stock,01 - FACTURA,F001-0024313,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"4,431","110,775","4,85","4,85","121,25","10,475"
Venta Stock,01 - FACTURA,F001-0024313,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001279,LANSCO RED 1970-A - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"18,267","913,35",21,21,1050,"136,65"
Venta Stock,01 - FACTURA,F001-0024313,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A000203,SPARKLE SILVER PREMIER 353 - 20 KG,SILBERLINE,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,"15,26",KG,1,"24,57","374,9382","8,4","8,4","128,184","-246,7542"
Venta Stock,01 - FACTURA,F001-0024312,C000280,FABRICA DE DILUYENTES Y ADHESIVOS DISTHER C.LTDA. DISTHER,Nacional,A001445,PAQUETES DE TAPONES CON CÓDIGO PV-0576 - 150 UND,BYK INSTRUMENTS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,2,UND,1,"39,04","78,08",150,150,300,"221,92"
Venta Stock,01 - FACTURA,F001-0024310,C000194,MINERVA S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"22,68",KG,1,"5,713","129,57084","9,9","9,9","224,532","94,96116"
Venta Stock,01 - FACTURA,F001-0024302,C000132,SAILORPAINT S.A.,Nacional,A000141,BYK 066N - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"12,881","257,62",18,18,360,"102,38"
Venta Stock,01 - FACTURA,F001-0024302,C000132,SAILORPAINT S.A.,Nacional,A000153,BYK 358N - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,25,KG,1,"16,331","408,275","24,12","24,12",603,"194,725"
Venta Stock,01 - FACTURA,F001-0024293,C000060,INDUALCA S.A.,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"113,4",KG,1,"5,852","663,6168","8,9","8,9","1009,26","345,6432"
Venta Stock,01 - FACTURA,F001-0024287,C000013,APRODIN,Nacional,A000146,BYK 300 - 180 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,40,KG,1,"11,413","456,52","18,5","18,5",740,"283,48"
Venta Stock,01 - FACTURA,F001-0024287,C000013,APRODIN,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,100,KG,1,"5,763","576,3","13,1","13,1",1310,"733,7"
Venta Stock,01 - FACTURA,F001-0024278,C000034,ECUABARNICES S.A.,Nacional,A001397,BYK 390 - 170 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,510,KG,1,"13,129","6695,79","16,99","16,99","8664,9","1969,11"
Venta Stock,01 - FACTURA,F001-0024278,C000034,ECUABARNICES S.A.,Nacional,A000584,BYK 399 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,25,KG,1,"12,918","322,95",18,18,450,"127,05"
Venta Stock,01 - FACTURA,F001-0024278,C000034,ECUABARNICES S.A.,Nacional,A000168,BYK P104 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,50,KG,1,"8,791","439,55","11,9","11,9",595,"155,45"
Venta Stock,01 - FACTURA,F001-0024278,C000034,ECUABARNICES S.A.,Nacional,A001398,DISPERBYK 111 - 18.10 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,907,"18,1",KG,1,"26,451","478,7631",31,31,"561,1","82,3369"
Venta Stock,01 - FACTURA,F001-0024277,C000088,MEGAPINTURAS CIA. LTDA,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"5,713","777,42504","9,4","9,4","1279,152","501,72696"
Venta Stock,01 - FACTURA,F001-0024275,C000024,CIPEQ CIA. LTDA.,Nacional,A000320,DISPERBYK 2010 - 200 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,200,KG,1,"8,317","1663,4","12,1","12,1",2420,"756,6"
Venta Stock,01 - FACTURA,F001-0024274,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000360,NATROSOL 250 HBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"6,259","851,72472","8,4","8,4","1143,072","291,34728"
Venta Stock,01 - FACTURA,F001-0024274,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A000141,BYK 066N - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"12,881","257,62","18,9","18,9",378,"120,38"
Venta Stock,01 - FACTURA,F001-0024274,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,60,KG,1,"4,196","251,76",5,5,300,"48,24"
Venta Stock,01 - FACTURA,F001-0024274,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001078,DCC RED 6005 -20 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"14,156","283,12","19,2","19,2",384,"100,88"
Venta Stock,01 - FACTURA,F001-0024274,C000105,PINTURAS AMERICA PINTAMER S.A.,Nacional,A001279,LANSCO RED 1970-A - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,75,KG,1,"18,267","1370,025",21,21,1575,"204,975"
Venta Stock,01 - FACTURA,F001-0024267,C000579,PINTCOLOR CIA.LTDA.,Nacional,A001056,NATROSOL 250 HHBR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"68,04",KG,1,"5,852","398,17008","7,5","7,5","510,3","112,12992"
Venta Stock,01 - FACTURA,F001-0024266,C000109,PINTURAS UNIDAS S.A.,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"1020,6",KG,1,"5,713","5830,6878","9,6","9,6","9797,76","3967,0722"
Venta Stock,01 - FACTURA,F001-0024265,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000146,BYK 300 - 180 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"11,413","684,78","18,94","18,94","1136,4","451,62"
Venta Stock,01 - FACTURA,F001-0024265,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000169,BYK P104 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,60,KG,1,"8,37","502,2","14,2","14,2",852,"349,8"
Venta Stock,01 - FACTURA,F001-0024265,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A001077,BYKANOL A - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,80,KG,1,"5,763","461,04","11,9","11,9",952,"490,96"
Venta Stock,01 - FACTURA,F001-0024265,C000095,PINTURAS IMPERIAL CIA. LTDA.,Nacional,A000194,DISPERBYK 2155 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"24,836","1241,8","33,7","33,7",1685,"443,2"
Venta Stock,01 - FACTURA,F001-0024240,C000088,MEGAPINTURAS CIA. LTDA,Nacional,A000359,NATROSOL 250 H4BR - 22.680 KG,ASHLAND,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,"136,08",KG,1,"5,713","777,42504","9,4","9,4","1279,152","501,72696"
Venta Stock,01 - FACTURA,F001-0024227,C000272,ZATOTEK S.A.,Nacional,A001078,DCC RED 6005 -20 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"14,156","283,12","18,98","18,98","379,6","96,48"
Venta Stock,01 - FACTURA,F001-0024226,C000132,SAILORPAINT S.A.,Nacional,A000367,DCC YELLOW 1002 - 25 KG,DCL,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,375,KG,1,"4,431","1661,625","4,84","4,84",1815,"153,375"
Venta Stock,01 - FACTURA,F001-0024224,C000024,CIPEQ CIA. LTDA.,Nacional,A000758,BYK 022 - 25 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,50,KG,1,"15,736","786,8","20,4","20,4",1020,"233,2"
Venta Stock,01 - FACTURA,F001-0024224,C000024,CIPEQ CIA. LTDA.,Nacional,A001088,CLAYTONE AF - 20 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,20,KG,1,"4,196","83,92","5,49","5,49","109,8","25,88"
Venta Stock,01 - FACTURA,F001-0024217,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A000029,BYKO CHARTS PANELES NEGROS (PB-5015) - CAJA X 100 UND,BYK INSTRUMENTS,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,10,5,CJ,1,"231,5","1157,5",290,290,1450,"292,5"
Venta Stock,01 - FACTURA,F001-0024215,C000107,PINTURAS ECUATORIANAS S.A. PINTUCO,Nacional,A000637,BYK 037 - 185 KG,BYK ADDITIVES,70,N1000008,Ecuador,N2050000,B2,N3050100,"Pinturas, Tintas y Adhesivos",N4050101,Pinturas,Esteban Flores G.,11,20,KG,1,"2,211","44,22","3,5","3,5",70,"25,78"
